Desktop_Software_Build_Version,2.0
#;Jahr;Monat;Tag;Stunde;Minute;Sekunde;VelX;VelY;VelZ;SNR1;SNR2;SNR3;AccX;AccY;AccZ;Temp
();();();();();();();(m/s);(m/s);(m/s);(dB);(dB);(dB);(cnts);(cnts);(cnts);(° C)
02;2025;09;29;16;19;02;0,939;0,002;-0,049;31,727;29,663;33,287;-29,943;-949,39;15797,72;10,035
02;2025;09;29;16;19;02;1,359;0,151;-0,109;32,906;31,562;34,958;-59,002;-878,846;15786,14;10,044
02;2025;09;29;16;19;03;1,334;0,247;-0,513;33,173;33,241;35,478;159,453;-871,779;15801,07;10,051
02;2025;09;29;16;19;03;0,699;0,111;0,286;34,286;31,496;35,275;-73,074;-935,007;15919,15;10,054
02;2025;09;29;16;19;04;0,998;-0,04;-0,663;32,617;32,203;10,14;37,445;-914,605;15820,01;10,035
02;2025;09;29;16;19;04;0,96;0,081;-0,227;32,662;32,755;34,891;-90,207;-845,245;15823,52;10,044
02;2025;09;29;16;19;05;0,897;-0,001;-0,106;34,486;32,181;35,094;21,902;-797,096;15769,9;10,035
02;2025;09;29;16;19;05;0,776;-0,043;0,104;33,173;27,785;21,454;-124,249;-901,928;15854,51;10,035
02;2025;09;29;16;19;06;0,741;0,056;-0,429;33,351;33,086;10,185;-19,167;-865,709;15851,1;10,035
02;2025;09;29;16;19;06;0,9;-0,034;-0,185;31,393;30,613;18,721;-91,486;-809,452;15924,9;10,035
02;2025;09;29;16;19;07;0,902;-0,104;-0,427;33,44;30,944;34,416;-77,138;-842,955;15830,07;10,035
02;2025;09;29;16;19;07;0,778;-0,008;0,028;33,04;33,793;34,349;-7,239;-871,136;15780,05;10,035
02;2025;09;29;16;19;08;0,89;-0,031;-0,021;32,906;33,705;36,02;-155,238;-833,565;15868,7;10,035
02;2025;09;29;16;19;08;0,872;-0,115;0,011;34,731;31,849;37,239;-87,679;-803,173;15820,77;10,035
02;2025;09;29;16;19;09;1,036;-0,041;0,313;34,308;33,175;35,32;-28,228;-868,232;15855,71;10,035
02;2025;09;29;16;19;09;0,711;0,042;0,165;36,488;30,878;35,026;-2,666;-830,492;15805,33;10,035
02;2025;09;29;16;19;10;0,728;-0,109;0,163;33,218;33,307;34,62;-27,261;-765,335;15851,59;10,035
02;2025;09;29;16;19;10;0,84;-0,152;-0,208;33,863;33,926;35,41;-15,262;-756,686;15816,01;10,035
02;2025;09;29;16;19;11;1,089;-0,06;0,033;34,842;33,572;36,562;-57,956;-803,081;15847,66;10,035
02;2025;09;29;16;19;11;0,598;-0,028;-0,019;34,152;35,118;37,036;-119,634;-805,366;15872,79;10,035
